1;Substantive;Mr n;der Herr;This is my boss, Mr Paul Brown.;Das ist mein Chef, Herr Paul Brown.;;;;;;;;;;;;;;;;;;;;;;;;
671;Verben;reject v;zurückweisen;Joe rejected my offer.;Joe wies mein Angebot zurück.;;;;;;;;;;;;;;;;;;;;;;;;
672;Substantive;secret n;das Geheimnis;The secret of our success is precision and timing.;Das Geheimnis unseres Erfolges ist Präzision und Timing.;This news is an open secret.;Diese Nachricht ist ein offenes Geheimnis.;;;;;;;;;;;;;;;;;;;;;;
673;Substantive;lie n;die Lüge;Barbara said yes, but I knew it was a lie.;Barbara sagte ja, aber ich wusste, dass es eine Lüge war.;Don't tell me lies.;Erzähl mir keine Lügen!;;;;;;;;;;;;;;;;;;;;;;
674;Verben;lie v;lügen;"They're lying; there isn't a grain of truth in what they say.";"Sie lügen; es ist kein Körnchen Wahrheit an dem, was sie sagen.";The boy lied to his mother.;Der Junge log seine Mutter an.;The letter was lying on his desk.;Der Brief lag auf seinem Tisch.;;;;;;;;;;;;;;;;;;;;
675;Sonstige;to lie to sb.;j-n anlügen;He lied to the police when he said he had been there.;Er hat die Polizei angelogen, als er sagte, er sei da gewesen.;;;;;;;;;;;;;;;;;;;;;;;;
676;Verben;insult v;beleidigen;Sam was insulted by your refusal to shake hands with him.;Sam war beleidigt, als du dich weigertest, ihm die Hand zu geben.;Your refusal to shake hands with him insulted him.;Du hast ihn damit beleidigt, dass du ihm die Hand nicht geben wolltest.;;;;;;;;;;;;;;;;;;;;;;
677;Adjektive und Adverbien;mean adj;gemein;It was mean of you to take the toy away from the girl.;Es war gemein von dir, dem Mädchen das Spielzeug wegzunehmen.;;;;;;;;;;;;;;;;;;;;;;;;
678;Sonstige;Good afternoon! interj;Guten Tag!;;;;;;;;;;;;;;;;;;;;;;;;;;
679;Sonstige;Hello! interj;Hallo!;;;;;;;;;;;;;;;;;;;;;;;;;;
680;Sonstige;Hi! interj;Hallo!;;;;;;;;;;;;;;;;;;;;;;;;;;
681;Sonstige;Good morning! interj;Guten Morgen!;;;;;;;;;;;;;;;;;;;;;;;;;;
682;Sonstige;Good evening! interj;Guten Abend!;;;;;;;;;;;;;;;;;;;;;;;;;;
683;Sonstige;Good night! interj;Gute Nacht!;;;;;;;;;;;;;;;;;;;;;;;;;;
684;Sonstige;Goodbye! interj;Auf Wiedersehen!;;;;;;;;;;;;;;;;;;;;;;;;;;
685;Sonstige;Bye! interj;Tschüss!, Auf Wiederhören!;;;;;;;;;;;;;;;;;;;;;;;;;;
686;Sonstige;See you! interj;Bis dann!;;;;;;;;;;;;;;;;;;;;;;;;;;
687;Sonstige;See you later! interj;Bis später!;;;;;;;;;;;;;;;;;;;;;;;;;;
688;Sonstige;See you soon! interj;Bis bald!;;;;;;;;;;;;;;;;;;;;;;;;;;
689;Sonstige;Till tomorrow! interj;Bis morgen!;;;;;;;;;;;;;;;;;;;;;;;;;;
690;Sonstige;Welcome! interj;Willkommen!;;;;;;;;;;;;;;;;;;;;;;;;;;
691;Sonstige;Nice to meet you.;Sehr erfreut!;;;;;;;;;;;;;;;;;;;;;;;;;;
692;Sonstige;Farewell! interj;Leb wohl!;;;;;;;;;;;;;;;;;;;;;;;;;;
693;Sonstige;Have a nice day! interj;Schönen Tag!;;;;;;;;;;;;;;;;;;;;;;;;;;
694;Sonstige;How are you?;Wie geht es Ihnen?, Wie geht es dir?;;;;;;;;;;;;;;;;;;;;;;;;;;
695;Sonstige;How are you doing? AE;Wie geht's? AE;;;;;;;;;;;;;;;;;;;;;;;;;;
696;Sonstige;Fine, thank you.;Danke, gut.;;;;;;;;;;;;;;;;;;;;;;;;;;
697;Sonstige;Come in! interj;Herein!;;;;;;;;;;;;;;;;;;;;;;;;;;
698;Sonstige;Have a seat, please. interj;Nehmen Sie doch bitte Platz!;;;;;;;;;;;;;;;;;;;;;;;;;;
699;Sonstige;Would you like to ...?;Möchten Sie ...?, Möchtest du ...?;Would you like to go to the concert this evening?;Möchtest du heute Abend zum Konzert gehen?;;;;;;;;;;;;;;;;;;;;;;;;
700;Sonstige;Could you ... ?;Könnten Sie ... ?, Könntest du ... ?;Could you show me this pair in size 10?;Könnten Sie mir dieses Paar in Größe 10 zeigen?;I could not stay any longer.;Ich konnte nicht länger bleiben.;Why could they not take better care of the baby?;Warum konnten sie nicht besser auf das Baby aufpassen?;We could hear their voices.;Wir konnten ihre Stimmen hören.;Could you not have come a little earlier?;Hätten Sie nicht ein wenig früher kommen können?;Could you please help me?;Könntest du mir bitte helfen?;You could earn a lot of money if you worked a little harder.;Du könntest eine Menge Geld verdienen, wenn du etwas härter arbeiten würdest.;;;;;;;;;;;;
701;Sonstige;Please, help yourself.;Bedienen Sie sich!, Bedien dich!;;;;;;;;;;;;;;;;;;;;;;;;;;
702;Sonstige;Yes, please.;Ja, gern.;;;;;;;;;;;;;;;;;;;;;;;;;;
703;Sonstige;I hope so.;Ich hoffe (es).;;;;;;;;;;;;;;;;;;;;;;;;;;
704;Sonstige;I hope not.;Ich hoffe, nicht.;;;;;;;;;;;;;;;;;;;;;;;;;;
705;Sonstige;Hopefully! interj;Hoffentlich!;;;;;;;;;;;;;;;;;;;;;;;;;;
706;Sonstige;What's the matter?;Was ist los?;;;;;;;;;;;;;;;;;;;;;;;;;;
707;Sonstige;All right.;Alles klar!;;;;;;;;;;;;;;;;;;;;;;;;;;
708;Sonstige;Finished! interj;Geschafft!;;;;;;;;;;;;;;;;;;;;;;;;;;
709;Sonstige;That doesn't matter.;Das macht nichts.;;;;;;;;;;;;;;;;;;;;;;;;;;
710;Sonstige;Don't worry!;Machen Sie sich nichts draus!, Mach dir nichts draus!;;;;;;;;;;;;;;;;;;;;;;;;;;
711;Sonstige;Can I help you?;Kann ich Ihnen helfen?, Kann ich dir helfen?, Sie wünschen?;;;;;;;;;;;;;;;;;;;;;;;;;;
712;Sonstige;That's it.;Das wär's!;;;;;;;;;;;;;;;;;;;;;;;;;;
713;Sonstige;That's done.;Das hätten wir!;;;;;;;;;;;;;;;;;;;;;;;;;;
714;Sonstige;That's enough, thank you.;Das ist genug, danke., Das reicht, danke., Das genügt, danke.;;;;;;;;;;;;;;;;;;;;;;;;;;
715;Sonstige;Lucky you! interj;Zum Glück!;;;;;;;;;;;;;;;;;;;;;;;;;;
716;Sonstige;Even better. interj;Umso besser!;;;;;;;;;;;;;;;;;;;;;;;;;;
717;Sonstige;in case;für alle Fälle;Take this first-aid kit with you - just in case.;Nehmt diesen Erste-Hilfe-Koffer mit - nur für alle Fälle.;;;;;;;;;;;;;;;;;;;;;;;;
718;Sonstige;Never mind.;Macht nichts!;;;;;;;;;;;;;;;;;;;;;;;;;;
719;Sonstige;What do you know! interj;Na so was!;;;;;;;;;;;;;;;;;;;;;;;;;;
720;Sonstige;Oh my God! interj;Oh Gott!;;;;;;;;;;;;;;;;;;;;;;;;;;
721;Sonstige;For heaven's sake! interj;Um Himmels willen!;;;;;;;;;;;;;;;;;;;;;;;;;;
722;Sonstige;My goodness! interj;Ach du meine Güte!;;;;;;;;;;;;;;;;;;;;;;;;;;
723;Sonstige;What a pity! interj;Wie schade!;;;;;;;;;;;;;;;;;;;;;;;;;;
724;Sonstige;Some hope! interj;Schön wär's!;;;;;;;;;;;;;;;;;;;;;;;;;;
725;Sonstige;You bet! interj;Und ob!;;;;;;;;;;;;;;;;;;;;;;;;;;
726;Sonstige;Come on! interj;Komm!;;;;;;;;;;;;;;;;;;;;;;;;;;
727;Sonstige;Enough! interj;Genug!;;;;;;;;;;;;;;;;;;;;;;;;;;
728;Sonstige;Leave me alone!;Lass mich in Ruhe!;;;;;;;;;;;;;;;;;;;;;;;;;;
729;Sonstige;Get out! interj;Raus!;;;;;;;;;;;;;;;;;;;;;;;;;;
730;Substantive;activity n;die Tätigkeit, die Aktivität;Many people in retirement homes don't do any kind of activity.;Vielen Menschen in Altersheimen gibt man keine Tätigkeiten.;Dan's got too many activities going on at the same time.;Dan hat zu viele Aktivitäten gleichzeitig laufen.;;;;;;;;;;;;;;;;;;;;;;
731;Substantive;action n;die Tat, die Handlung;David's a man of action. He only needs a goal.;David ist ein Mann der Tat. Er braucht nur ein Ziel.;The action takes place in a rundown pub in the West End.;Die Handlung spielt in einer heruntergekommenen Bar im Westend.;Bob is a man of action.;Bob ist ein Mann der Tat.;;;;;;;;;;;;;;;;;;;;
732;Verben;act v;handeln;You're always acting so selfishly.;Du handelst immer so egoistisch.;He acted like a gentleman.;Er handelte wie ein Gentleman.;;;;;;;;;;;;;;;;;;;;;;
733;Verben;do v;tun, machen;I've got a lot of things to do this morning.;Ich habe heute Morgen viel zu tun.;What are you doing? - I'm making breakfast.;Was machst du gerade? - Ich mache das Frühstück.;Something must be done about it.;Es muss etwas dagegen getan werden.;Have you done the kitchen yet?;Hast du die Küche schon gemacht?;You must do your hair.;Du musst dir die Haare machen.;;;;;;;;;;;;;;;;
734;Verben;make v;machen, zubereiten;Did you make that dress yourself?;Hast du dieses Kleid selbst gemacht?;I make dinner every Sunday.;Ich bereite jeden Sonntag das Essen zu.;Anne made a cake.;Anne machte einen Kuchen.;Don't make so much noise.;Mach nicht so viel Lärm!;The teacher made the girls repeat the words.;Der Lehrer ließ die Mädchen die Wörter wiederholen.;;;;;;;;;;;;;;;;
735;Verben;leave v;lassen, verlassen, überlassen, losfahren, abreisen, zurücklassen, fortgehen, weggehen, losgehen;Jimmy often leaves his car in the garage and takes his bike.;Jimmy lässt seinen Wagen oft in der Garage und nimmt das Fahrrad.;The train left the station 15 minutes ago.;Der Zug hat den Bahnhof vor 15 Minuten verlassen.;Leave the repair of your car to a mechanic.;Überlassen Sie die Reparatur Ihres Wagens einem Automechaniker.;We're leaving tomorrow morning at half past five.;Wir fahren morgen früh um halb sechs los.;They left Europe to make a new home in America.;Sie verließen Europa, um in Amerika eine neue Heimat zu finden.;I have to leave at 7.30 to catch the bus.;Um den Bus zu erreichen, muss ich um halb acht losgehen.;He left three children.;Er hinterließ drei Kinder.;Leave the car in the garage.;Lass den Wagen in der Garage.;Don't leave me.;Verlass mich nicht.;The train leaves at 7.37.;Der Zug fährt um 7.37 (ab).;The plane left at 10.42 a.m.;Das Flugzeug flog um 10.42 ab.;She had already left.;Sie war schon fortgegangen.;;
736;Verben;let v;lassen, vermieten;Don't let the dog out!;Lass den Hund nicht raus!;Carla let some of the rooms of her house.;Carla vermietete einige Zimmer ihres Hauses.;Let him have a ride on the bicycle.;Lass ihn (doch) mal auf dem Fahrrad fahren!;Let us start early!;Lass uns früh aufbrechen! / Brechen wir früh auf!;;;;;;;;;;;;;;;;;;
737;Substantive;matter n;die Angelegenheit, die Sache;Could you give me any advice on this matter?;Könntest du mir in dieser Angelegenheit irgendeinen Rat geben?;Can we help him in this matter?;Können wir ihm in dieser Angelegenheit helfen?;;;;;;;;;;;;;;;;;;;;;;
738;Substantive;thing n;die Sache, das Ding;Leah gathered up her things and left the room.;Leah sammelte ihre Sachen auf und verließ das Zimmer.;I went into the department store to buy a few things.;Ich betrat das Kaufhaus, um ein paar Dinge zu kaufen.;What do you call that thing?;Wie nennen Sie dieses Ding?;Her things are in her chest of drawers.;Ihre Sachen sind in ihrer Kommode.;;;;;;;;;;;;;;;;;;
739;Substantive;object n;der Gegenstand;Most of the objects that are missing are worthless.;Der größte Teil der fehlenden Gegenstände ist wertlos.;How many objects do you see on the table?;Wie viele Gegenstände siehst du auf dem Tisch?;;;;;;;;;;;;;;;;;;;;;;
740;Substantive;stuff n;das Zeug;Grandma has bought a lot of stuff at the flea market.;Oma hat auf dem Flohmarkt eine Menge Zeug gekauft.;;;;;;;;;;;;;;;;;;;;;;;;
741;Substantive;use n;der Gebrauch;The use of any kind of electrical device is prohibited.;Der Gebrauch von elektrischen Geräten aller Art ist verboten.;What is the use of all that?;Was nützt das alles?;;;;;;;;;;;;;;;;;;;;;;
742;Adjektive und Adverbien;usually adv;gewöhnlich, meistens, normalerweise;We usually go to bed around midnight.;Wir gehen gewöhnlich gegen Mitternacht zu Bett.;We usually go to bed around ten thirty.;Wir gehen meistens gegen halb elf ins Bett.;;;;;;;;;;;;;;;;;;;;;;
743;Verben;use v;benutzen, verwenden, verbrauchen;Katrina uses a computer for all her correspondence.;Katrina benutzt einen Computer für ihre gesamte Korrespondenz.;My new car uses much less diesel than the old one.;Mein neuer Wagen verbraucht viel weniger Diesel als der alte.;This pan is only used for cooking meat.;Dieser Topf wird nur zum Fleischkochen gebraucht.;;;;;;;;;;;;;;;;;;;;
744;Sonstige;to be of use;nützen;This tool is of no use to me. I need a hammer.;Dieses Werkzeug nützt mir nichts. Ich brauche einen Hammer.;This is the wrong spare part. It is of no use to us.;Das ist das falsche Ersatzteil. Es nützt uns nichts.;;;;;;;;;;;;;;;;;;;;;;
745;Verben;put v;stellen, legen, setzen;Put the books back in the bookcase.;Stell die Bücher zurück in den Bücherschrank!;Will put the scarf round his neck.;Will legte sich den Schal um den Hals.;Put it on the bill, please.;Setzen Sie es bitte auf die Rechnung!;Put your hat on!;Setz deinen Hut auf!;She put the plates on the table.;Sie stellte die Teller auf den Tisch.;Sarah put a spoon beside each plate.;Sarah legte einen Löffel neben jeden Teller.;;;;;;;;;;;;;;
746;Verben;carry v;tragen;You have to carry your luggage yourself.;Sie müssen ihr Gepäck selbst tragen.;I had to carry three bags.;Ich musste drei Taschen tragen.;;;;;;;;;;;;;;;;;;;;;;
747;Verben;hold v;halten;Could you hold my bag for a moment, please?;Könntest du bitte meine Tasche einen Moment lang halten?;He was holding a knife in his hand.;Er hielt ein Messer in der Hand.;They were holding hands.;Sie hielten sich bei der Hand.;;;;;;;;;;;;;;;;;;;;
748;Verben;pull v;ziehen;The suitcase has wheels so you can pull it.;Dieser Koffer hat Räder, damit du ihn ziehen kannst.;He pulled the boy's ear.;Er zog den Jungen am Ohr.;;;;;;;;;;;;;;;;;;;;;;
749;Verben;push v;schieben;The car broke down, and we had to get out and push.;Das Auto hatte eine Panne und wir mussten aussteigen und schieben.;The boys pushed the girl into the water.;Die Jungen stießen das Mädchen ins Wasser.;Can you help me push my car?;Können Sie mir meinen Wagen anschieben helfen?;Stop pushing.;Hör auf zu drängeln!;;;;;;;;;;;;;;;;;;
750;Verben;press v;drücken, ausdrücken;You press the red button to stop it.;Zum Anhalten drückt man auf den roten Knopf.;In the wine-making process the grapes are pressed first.;Bei der Weinherstellung werden zuerst die Trauben ausgedrückt.;I pressed the button for the second floor.;Ich drückte auf den Knopf zum zweiten Stock.;;;;;;;;;;;;;;;;;;;;
751;Verben;turn v;drehen, abbiegen, sich (um)drehen;To lock the door securely, turn the key twice.;Um die Tür fest zu verschließen, dreh den Schlüssel zweimal um.;You have to turn left to get to Taunton.;Sie müssen nach links abbiegen, um nach Taunton zu kommen.;Molly turned around and waved at us.;Molly drehte sich um und winkte uns zu.;He turned the key in the lock.;Er drehte den Schlüssel im Schloss um.;They tried to turn the wheel.;Sie versuchten, das Rad zu drehen.;Turn right at the next corner.;Biegen sie an der nächsten Ecke nach rechts ab!;He turned to the child.;Er wandte sich dem Kind zu.;;;;;;;;;;;;
752;Verben;need v;brauchen, benötigen;To paint the house you will need paint and a ladder.;Um das Haus zu streichen, brauchst du Farbe und eine Leiter.;What else do we need?;Was brauchen wir sonst noch?;;;;;;;;;;;;;;;;;;;;;;
753;Sonstige;to look for;suchen;Kelly looked for a phone box but didn't find one.;Kelly suchte eine Telefonzelle, fand aber keine.;I looked for the photos everywhere.;Ich suchte überall nach den Fotos.;;;;;;;;;;;;;;;;;;;;;;
754;Verben;find v;finden;Someone found the watch you lost.;Jemand hat die Uhr gefunden, die du verloren hast.;Where did you find this purse?;Wo hast du diesen Geldbeutel gefunden?;;;;;;;;;;;;;;;;;;;;;;
755;Verben;recover v;wiederfinden, gesund werden, genesen;Some of the stolen paintings have never been recovered.;Einige der gestohlenen Gemälde sind nie wiedergefunden worden.;Emma was ill yesterday, but she quickly recovered.;Emma war gestern krank, ist aber schnell wieder gesund geworden.;Mary has not yet recovered from her illness.;Mary hat sich noch nicht von ihrer Krankheit erholt.;;;;;;;;;;;;;;;;;;;;
756;Verben;remove v;entfernen, wegnehmen, abnehmen;It isn't easy to remove graffiti from the walls.;Es ist nicht leicht, Graffiti von den Wänden zu entfernen.;You've got to remove the plastic top first.;Man muss erst den Plastikverschluss entfernen.;;;;;;;;;;;;;;;;;;;;;;
757;Sonstige;to fill (up);(auf)füllen;The waiter filled my glass after each sip.;Der Kellner füllte mein Glas nach jedem Schluck.;The woman filled a bucket with water.;Die Frau füllte einen Eimer mit Wasser.;;;;;;;;;;;;;;;;;;;;;;
758;Sonstige;to get ready;sich fertig machen;We should get ready. The train is leaving in an hour.;Wir sollten uns fertig machen. Der Zug fährt in einer Stunde ab.;;;;;;;;;;;;;;;;;;;;;;;;
759;Verben;sleep v;schlafen;After a long day at work I only wanted to sleep.;Nach einem langen Arbeitstag wollte ich nur noch schlafen.;Did you sleep well?;Haben Sie gut geschlafen?;;;;;;;;;;;;;;;;;;;;;;
760;Sonstige;to go to sleep;einschlafen;What time did you go to sleep last night?;Wann bist du gestern Abend eingeschlafen?;The children went to sleep very quickly.;Die Kinder sind sehr schnell eingeschlafen.;;;;;;;;;;;;;;;;;;;;;;
761;Sonstige;to fall asleep;einschlafen;I couldn't fall asleep after watching the film.;Ich konnte nach dem Film nicht einschlafen.;Fortunately the patient soon fell asleep.;Der Patient schlief glücklicherweise bald ein.;;;;;;;;;;;;;;;;;;;;;;
762;Sonstige;to go to bed;ins Bett gehen;I think the little one should go to bed before eight.;Ich denke, die Kleine sollte vor acht ins Bett gehen.;We never go to bed before midnight.;Wir gehen nie vor Mitternacht ins Bett.;;;;;;;;;;;;;;;;;;;;;;
763;Verben;wake v;wecken;My dog woke me this morning because he was hungry.;Mein Hund weckte mich heute Morgen, weil er Hunger hatte.;;;;;;;;;;;;;;;;;;;;;;;;
764;Sonstige;to wake (up);aufwachen;I woke up in the middle of the night.;Ich bin mitten in der Nacht aufgewacht.;I usually wake up early in the morning.;Ich wache morgens gewöhnlich früh auf.;;;;;;;;;;;;;;;;;;;;;;
765;Sonstige;to get up;aufstehen;Mandy got up to go to work.;Mandy stand auf, um zur Arbeit zu gehen.;It's time to get up now.;Es ist jetzt Zeit zum Aufstehen.;;;;;;;;;;;;;;;;;;;;;;
766;Adjektive und Adverbien;tired adj;müde;If the kids play outside, they'll be tired later.;Wenn die Kinder draußen spielen, werden sie später müde sein.;I was so tired but I couldn't sleep.;Ich war so müde, aber ich konnte nicht einschlafen.;;;;;;;;;;;;;;;;;;;;;;
767;Sonstige;to take a rest;sich ausruhen;When the kids were in bed, Naomi could finally take a rest.;Als die Kinder im Bett waren, konnte sich Naomi endlich ausruhen.;;;;;;;;;;;;;;;;;;;;;;;;
768;Substantive;measure n;die Maßnahme, das Maß;We are taking measures to reduce air pollution.;Wir ergreifen Maßnahmen, um die Luftverschmutzung zu reduzieren.;Litre and metre are measures used in the metric system.;Liter und Meter sind Maße des metrischen Systems.;We must take measures to fight crime.;Wir müssen Maßnahmen ergreifen, um das Verbrechen zu bekämpfen.;Have you got a table of weights and measures?;Haben Sie eine Tabelle der Maße und Gewichte?;;;;;;;;;;;;;;;;;;
769;Verben;treat v;behandeln;Val's nice but she treats us like children.;Val ist nett, aber sie behandelt uns wie Kinder.;Gail's symptoms were treated by a specialist.;Gails Symptome wurden von einem Spezialisten behandelt.;Don't treat her like a child.;Behandle sie nicht wie ein Kind.;Treat these glasses with care.;Geh vorsichtig mit diesen Gläsern um!;;;;;;;;;;;;;;;;;;
770;Adjektive und Adverbien;ready adj;bereit;The workers were ready to fight for their interests.;Die Arbeiter waren bereit, für ihre Interessen zu kämpfen.;He was ready to believe anything.;Er war bereit, alles zu glauben.;I'm ready to go out.;Ich bin zum Ausgehen fertig.;;;;;;;;;;;;;;;;;;;;
771;Adjektive und Adverbien;finished adj;fertig;My essay on climate change is almost finished.;Mein Aufsatz über den Klimawandel ist fast fertig.;My essay is almost finished.;Mein Aufsatz ist fast fertig.;;;;;;;;;;;;;;;;;;;;;;
772;Verben;finish v;beenden, enden, aufhören;I finished my work an hour ago.;Ich habe meine Arbeit vor einer Stunde beendet.;What time does the programme finish?;Um wie viel Uhr endet die Sendung?;;;;;;;;;;;;;;;;;;;;;;
773;Substantive;conclusion n;der Abschluss, der Schluss;The negotiations were finally brought to a conclusion.;Die Verhandlungen wurden schließlich zu einem Abschluss gebracht.;;;;;;;;;;;;;;;;;;;;;;;;
774;Verben;conclude v;(ab)schließen;He concluded his talk by looking to the future.;Er schloss seine Rede mit einem Ausblick in die Zukunft.;;;;;;;;;;;;;;;;;;;;;;;;
775;Substantive;situation n;die Lage, die Situation;The company is in a difficult situation just now.;Die Firma ist derzeit in einer schwierigen Lage.;Germany's situation in the centre of Europe caused many difficulties.;Deutschlands Lage im Zentrum Europas brachte viele Schwierigkeiten mit sich.;Peter was in a difficult situation.;Peter war in einer schwierigen Lage.;;;;;;;;;;;;;;;;;;;;
776;Verben;handle v;handhaben, umgehen mit;Please handle this box with care.;Bitte gehen Sie mit dieser Kiste vorsichtig um.;We must handle him carefully.;Wir müssen ihn vorsichtig behandeln.;;;;;;;;;;;;;;;;;;;;;;
777;Verben;connect v;verbinden;The cable connects the video to the TV set.;Das Kabel verbindet den Videorekorder mit dem Fernsehgerät.;She tried to connect me but didn't get through.;Sie versuchte, mich zu verbinden, kam aber nicht durch.;The engineer connected the two wires.;Der Ingenieur verband die zwei Drähte (miteinander).;;;;;;;;;;;;;;;;;;;;
778;Verben;fix v;festmachen, fixieren;I fixed the book shelf to the wall.;Ich habe das Bücherregal an der Wand festgemacht.;We fixed the mirror to the wall.;Wir machten den Spiegel an der Wand fest.;;;;;;;;;;;;;;;;;;;;;;
779;Verben;knock v;(an)klopfen;Please knock before entering.;Bitte klopfen Sie an, bevor Sie eintreten.;He knocked at the door.;Er klopfte an der Tür.;;;;;;;;;;;;;;;;;;;;;;
780;Verben;lift v;hochheben;Can you help me lift this sack? It's heavy.;Kannst du mir helfen, diesen Sack hochzuheben? Er ist schwer.;He could not lift the heavy box.;Er konnte die schwere Kiste nicht heben.;;;;;;;;;;;;;;;;;;;;;;
781;Verben;raise v;erhöhen, (hoch)heben;I'm afraid the government has to raise taxes again.;Leider muss die Regierung schon wieder die Steuern erhöhen.;Please raise your hand if you accept the proposal.;Bitte heben Sie die Hand, wenn Sie den Vorschlag annehmen.;The curtain was raised.;Der Vorhang hob sich (= wurde hochgezogen).;One pupil raised his hand.;Ein Schüler hob die Hand.;;;;;;;;;;;;;;;;;;
782;Verben;lower v;senken, herunterlassen;The big oil companies were forced to lower the price of oil.;Die großen Ölkonzerne waren gezwungen, den Ölpreis zu senken.;Please lower the blinds.;Bitte lasse die Jalousien herunter.;Could you please lower the blinds a little?;Lässt du bitte die Jalousien etwas herunter?;The pressure had to be lowered.;Der Druck musste gesenkt werden.;;;;;;;;;;;;;;;;;;
783;Sonstige;to pick up;aufheben, abholen;Please pick up the litter you've dropped.;Bitte heb den Abfall auf, den du hast fallen lassen!;Can you pick me up from the airport?;Kannst du mich vom Flughafen abholen?;The girl picked up her ball.;Das Mädchen hob seinen Ball auf.;;;;;;;;;;;;;;;;;;;;
784;Verben;drop v;fallen lassen;Careful! It will break if you drop it.;Vorsicht! Es geht kaputt, wenn du es fallen lässt.;She dropped the plate.;Sie ließ den Teller fallen.;Prices have dropped.;Die Preise sind gefallen.;;;;;;;;;;;;;;;;;;;;
785;Verben;break v;zerbrechen, sich brechen;Don't drop the glass or it'll break.;Lass das Glas nicht fallen oder es wird zerbrechen!;I broke my arm playing handball.;Ich habe mir beim Handballspielen den Arm gebrochen.;Her ski broke in two.;Ihr Ski zerbrach in zwei Teile.;Diana broke her wristwatch.;Diana zerbrach ihre Armbanduhr.;John broke his leg.;John brach (sich) das Bein.;;;;;;;;;;;;;;;;
786;Sonstige;to tear up;zerreißen;The boy threw a fit and tore up the drawing.;Der Junge bekam einen Wutanfall und zerriss die Zeichnung.;;;;;;;;;;;;;;;;;;;;;;;;
787;Sonstige;to throw away;wegwerfen;Please don't throw away today's paper.;Bitte wirf die heutige Zeitung nicht weg.;Empty plastic containers mustn't be thrown away.;Leere Plastikbehälter dürfen nicht weggeworfen werden.;;;;;;;;;;;;;;;;;;;;;;
788;Sonstige;to give up;aufgeben;They gave up all resistance because it was hopeless.;Sie gaben jeglichen Widerstand auf, weil es hoffnungslos war.;;;;;;;;;;;;;;;;;;;;;;;;
789;Substantive;dream n;der Traum;Fortunately it was just a bad dream and not real life.;Zum Glück war es nur ein schlechter Traum und keine Wirklichkeit.;I had a funny dream.;Ich hatte einen komischen Traum.;;;;;;;;;;;;;;;;;;;;;;
790;Verben;dream v;träumen;Was it real or did I dream it?;War es Wirklichkeit oder habe ich es geträumt?;I rarely dream at night.;Ich träume nachts selten.;;;;;;;;;;;;;;;;;;;;;;
791;Verben;relax v;sich entspannen;On Sundays I just relax and do nothing.;Sonntags entspanne ich mich und tue gar nichts.;In the sauna you can relax very well.;In der Saune kann man sich gut entspannen.;;;;;;;;;;;;;;;;;;;;;;
792;Substantive;plan n;das Vorhaben, der Plan;I tried to talk Bernard out of his plan.;Ich habe versucht, Bernard von seinem Vorhaben abzubringen.;I have no plans for today.;Ich habe für heute keine Pläne.;;;;;;;;;;;;;;;;;;;;;;
793;Verben;plan v;vorhaben, planen;Lucas plans to spend his next holiday in Spain.;Lucas plant, seinen nächsten Urlaub in Spanien zu verbringen.;He is planning to look for a new job.;Er hat vor, sich nach einer neuen Arbeit umzusehen.;;;;;;;;;;;;;;;;;;;;;;
794;Substantive;attempt n;der Versuch;This is my last attempt. If it doesn't work I'll give up.;Dies ist mein letzter Versuch. Wenn das nicht geht, gebe ich auf.;The young man made an attempt to cross the river.;Der junge Mann versuchte, den Fluss zu überqueren.;;;;;;;;;;;;;;;;;;;;;;
795;Verben;try v;versuchen, probieren;I don't think you'll make it, but you can try.;Ich glaube nicht, dass du es schaffst, aber du kannst es versuchen.;Let me try!;Lass mich mal versuchen!;;;;;;;;;;;;;;;;;;;;;;
796;Sonstige;to try hard;sich Mühe geben, sich bemühen;Jonas tried really hard to tidy up his room.;Jonas hat sich wirklich Mühe gegeben, sein Zimmer aufzuräumen.;;;;;;;;;;;;;;;;;;;;;;;;
797;Substantive;preparation n;die Vorbereitung;School should be a preparation for life.;Die Schule sollte eine Vorbereitung auf das Leben sein.;We made preparations to leave.;Wir trafen Vorbereitungen zum Gehen.;;;;;;;;;;;;;;;;;;;;;;
798;Verben;prepare v;vorbereiten;Sarah is going to help him prepare the party.;Sarah wird ihm dabei helfen, die Party vorzubereiten.;He is preparing his speech.;Er bereitet seine Rede vor.;Can you prepare a meal for 20 people?;Kannst du ein Essen für 20 Personen zubereiten?;;;;;;;;;;;;;;;;;;;;
799;Substantive;effort n;die Mühe, die Anstrengung;I'll make every effort to get you there on time.;Ich werde mir alle Mühe geben, Sie dort pünktlich hinzubringen.;You must make an effort.;Du musst dich anstrengen.;;;;;;;;;;;;;;;;;;;;;;
800;Adjektive und Adverbien;tiring adj;anstrengend;My job as a cashier can be tiring at times.;Mein Beruf als Kassiererin kann manchmal anstrengend sein.;;;;;;;;;;;;;;;;;;;;;;;;
801;Substantive;decision n;die Entscheidung;Let's come to a decision.;Kommen wir zu einer Entscheidung.;A decision will soon be made.;Eine Entscheidung wird bald getroffen werden.;;;;;;;;;;;;;;;;;;;;;;
